

live time:  77484.180000
real time:  108009.859000
sweeps:  3874209.000000
0.000000E+0	0.000000E+0	0.000000E+0
2.000000E-5	0.000000E+0	1.698770E+5
4.000000E-5	0.000000E+0	1.707900E+5
6.000000E-5	0.000000E+0	1.699900E+5
8.000000E-5	0.000000E+0	1.706610E+5
1.000000E-4	0.000000E+0	1.700500E+5
1.200000E-4	0.000000E+0	1.698620E+5
1.400000E-4	0.000000E+0	1.699920E+5
1.600000E-4	0.000000E+0	1.704670E+5
1.800000E-4	0.000000E+0	1.704620E+5
2.000000E-4	0.000000E+0	1.704480E+5
2.200000E-4	0.000000E+0	1.697720E+5
2.400000E-4	0.000000E+0	1.697510E+5
2.600000E-4	0.000000E+0	1.695890E+5
2.800000E-4	0.000000E+0	1.700890E+5
3.000000E-4	0.000000E+0	1.705890E+5
3.200000E-4	0.000000E+0	1.705040E+5
3.400000E-4	0.000000E+0	1.701960E+5
3.600000E-4	0.000000E+0	1.698870E+5
3.800000E-4	0.000000E+0	1.694280E+5
4.000000E-4	0.000000E+0	1.700390E+5
4.200000E-4	0.000000E+0	1.705430E+5
4.400000E-4	0.000000E+0	1.696810E+5
4.600000E-4	0.000000E+0	1.707290E+5
4.800000E-4	0.000000E+0	1.698480E+5
5.000000E-4	0.000000E+0	1.702290E+5
5.200000E-4	0.000000E+0	1.704590E+5
5.400000E-4	0.000000E+0	1.701500E+5
5.600000E-4	0.000000E+0	1.696350E+5
5.800000E-4	0.000000E+0	1.702100E+5
6.000000E-4	0.000000E+0	1.704490E+5
6.200000E-4	0.000000E+0	1.694770E+5
6.400000E-4	0.000000E+0	1.706800E+5
6.600000E-4	0.000000E+0	1.699410E+5
6.800000E-4	0.000000E+0	1.700290E+5
7.000000E-4	0.000000E+0	1.700270E+5
7.200000E-4	0.000000E+0	1.707940E+5
7.400000E-4	0.000000E+0	1.697470E+5
7.600000E-4	0.000000E+0	1.699210E+5
7.800000E-4	0.000000E+0	1.698460E+5
8.000000E-4	0.000000E+0	1.699570E+5
8.200000E-4	0.000000E+0	1.705930E+5
8.400000E-4	0.000000E+0	1.700420E+5
8.600000E-4	0.000000E+0	1.700790E+5
8.800000E-4	0.000000E+0	1.694960E+5
9.000000E-4	0.000000E+0	1.703870E+5
9.200000E-4	0.000000E+0	1.698630E+5
9.400000E-4	0.000000E+0	1.701530E+5
9.600000E-4	0.000000E+0	1.695130E+5
9.800000E-4	0.000000E+0	1.706440E+5
1.000000E-3	0.000000E+0	1.702870E+5
1.020000E-3	0.000000E+0	1.697920E+5
1.040000E-3	0.000000E+0	1.701110E+5
1.060000E-3	0.000000E+0	1.699380E+5
1.080000E-3	0.000000E+0	1.701260E+5
1.100000E-3	0.000000E+0	1.700440E+5
1.120000E-3	0.000000E+0	1.702830E+5
1.140000E-3	0.000000E+0	1.700930E+5
1.160000E-3	0.000000E+0	1.692880E+5
1.180000E-3	0.000000E+0	1.700090E+5
1.200000E-3	0.000000E+0	1.704400E+5
1.220000E-3	0.000000E+0	1.706070E+5
1.240000E-3	0.000000E+0	1.701680E+5
1.260000E-3	0.000000E+0	1.695510E+5
1.280000E-3	0.000000E+0	1.708500E+5
1.300000E-3	0.000000E+0	1.693220E+5
1.320000E-3	0.000000E+0	1.703970E+5
1.340000E-3	0.000000E+0	1.696760E+5
