Data run ended at:  Wednesday, November 10, 2021	9:13:52 PM
Total number of sweeps:  3686028	live time (sec):  73720.560000	real time (sec):  100006.701000


time (sec)	counts
1.914000E-2	1.798530E+5
1.916000E-2	1.800830E+5
1.918000E-2	1.805310E+5
1.920000E-2	1.800800E+5
1.922000E-2	1.799610E+5
1.924000E-2	1.794790E+5
1.926000E-2	1.800720E+5
1.928000E-2	1.801690E+5
1.930000E-2	1.798810E+5
1.932000E-2	1.801350E+5
1.934000E-2	1.803570E+5
1.936000E-2	1.799890E+5
1.938000E-2	1.800620E+5
1.940000E-2	1.799750E+5
1.942000E-2	1.798440E+5
1.944000E-2	1.801610E+5
1.946000E-2	1.800040E+5
1.948000E-2	1.796560E+5
1.950000E-2	1.801440E+5
1.952000E-2	1.801520E+5
1.954000E-2	1.799430E+5
1.956000E-2	1.798540E+5
1.958000E-2	1.797810E+5
1.960000E-2	1.804130E+5
1.962000E-2	1.802480E+5
1.964000E-2	1.801490E+5
1.966000E-2	1.802270E+5
1.968000E-2	1.801500E+5
1.970000E-2	1.807180E+5
1.972000E-2	1.800660E+5
1.974000E-2	1.800270E+5
1.976000E-2	1.797610E+5
1.978000E-2	1.798610E+5
1.980000E-2	1.810120E+5
1.982000E-2	1.799510E+5
1.984000E-2	1.805220E+5
1.986000E-2	1.801730E+5
1.988000E-2	1.799230E+5
1.990000E-2	1.803700E+5
1.992000E-2	1.793370E+5
1.994000E-2	1.801290E+5
1.996000E-2	1.805740E+5
1.998000E-2	1.796160E+5
